id_transaccion,fecha,quarter,region,producto,categoria,cantidad,precio_unit,descuento_pct,cliente_id,vendedor,notas
TX-000199,2026-05-04,Q2,Chiclayo,Escritorio Ajustable,Mobiliario,20,1215.46,0.0,CL-7157,Ana Torres,
TX-000200,2026-12-18,Q4,Chiclayo,Webcam HD,Electrónica,30,185.56,0.05,CL-5274,María Fernández,
TX-000201,2026-05-14,Q2,Arequipa,Silla Ergonómica,Mobiliario,2,862.87,0.05,CL-9887,Carlos Vega,
TX-000202,2026-11-28,Q4,Trujillo,Mouse Inalámbrico,Tecnología,49,123.23,0.15,CL-5901,Ana Torres,
TX-000203,2026-06-30,Q2,Piura,Auriculares BT,Electrónica,6,218.27,0.05,CL-6895,Diego Salazar,Primera compra
TX-000204,2026-09-13,Q3,Arequipa,Resma Papel A4,Suministros,49,27.97,0.05,CL-3133,Diego Salazar,Cliente recurrente
TX-000205,2026-06-16,Q2,Piura,Escritorio Ajustable,Mobiliario,2,1224.2,0.1,CL-3920,Carlos Vega,Primera compra
TX-000206,2026-04-08,Q2,Lima,Silla Ergonómica,Mobiliario,26,855.82,0.15,CL-2596,Carlos Vega,
TX-000207,2026-10-06,Q4,Chiclayo,Resma Papel A4,Suministros,21,28.03,0.1,CL-2321,Lucía Romero,Compra urgente
TX-000208,2026-12-20,Q4,Trujillo,Cartucho Tinta Negra,Suministros,29,72.79,0.0,CL-2018,Diego Salazar,
TX-000209,2026-04-07,Q2,Piura,Silla Ergonómica,Mobiliario,22,829.44,0.15,CL-9033,Carlos Vega,Compra urgente
TX-000210,2026-10-12,Q4,Piura,Laptop Pro 15,Tecnología,44,4436.32,0.1,CL-1629,Lucía Romero,
TX-000211,2026-04-06,Q2,Arequipa,Laptop Air 13,Tecnología,1,3042.97,0.0,CL-5647,Ana Torres,Devolución parcial Q anterior
TX-000212,2026-09-19,Q3,Cusco,Laptop Air 13,Tecnología,49,3173.56,0.15,CL-5572,José Luis Quispe,Primera compra
TX-000213,2026-10-15,Q4,Chiclayo,Silla Ergonómica,Mobiliario,34,807.74,0.05,CL-1503,Diego Salazar,Compra urgente
TX-000214,2026-06-14,Q2,Lima,Lámpara LED,Mobiliario,39,95.62,0.1,CL-8577,María Fernández,Devolución parcial Q anterior
TX-000215,2026-09-26,Q3,Piura,Cartucho Tinta Negra,Suministros,7,76.53,0.2,CL-5505,José Luis Quispe,Cliente premium
TX-000216,2026-04-10,Q2,Arequipa,Monitor 27 4K,Tecnología,4,1811.19,0.05,CL-2140,Lucía Romero,
TX-000217,2026-01-29,Q1,Trujillo,Cartucho Tinta Negra,Suministros,20,76.45,0.2,CL-2158,José Luis Quispe,Cliente premium
TX-000218,2026-02-05,Q1,Trujillo,Lámpara LED,Mobiliario,16,90.25,0.1,CL-7304,Lucía Romero,
TX-000219,2026-06-13,Q2,Piura,Laptop Pro 15,Tecnología,39,4301.75,0.2,CL-6576,Diego Salazar,
TX-000220,2026-11-26,Q4,Chiclayo,Mouse Inalámbrico,Tecnología,44,122.38,0.2,CL-4713,Ana Torres,"Pedido grande, descuento aplicado"
TX-000221,2026-02-16,Q1,Cusco,Teclado Mecánico,Tecnología,21,360.6,0.2,CL-4646,Diego Salazar,
TX-000222,2026-06-16,Q2,Arequipa,Auriculares BT,Electrónica,38,224.79,0.05,CL-1316,Diego Salazar,Devolución parcial Q anterior
TX-000223,2026-09-14,Q3,Cusco,Webcam HD,Electrónica,3,182.93,0.15,CL-1286,Diego Salazar,
TX-000224,2026-03-15,Q1,Trujillo,Cartucho Tinta Negra,Suministros,37,76.56,0.05,CL-5823,María Fernández,Devolución parcial Q anterior
TX-000225,2026-09-21,Q3,Piura,Escritorio Ajustable,Mobiliario,5,1228.75,0.2,CL-4272,José Luis Quispe,Solicita factura electrónica
TX-000226,2026-04-22,Q2,Piura,Silla Ergonómica,Mobiliario,33,869.07,0.2,CL-3267,María Fernández,
TX-000227,2026-10-23,Q4,Cusco,Teclado Mecánico,Tecnología,19,358.33,0.15,CL-4411,Diego Salazar,"Pedido grande, descuento aplicado"
TX-000228,2026-07-31,Q3,Chiclayo,Cartucho Tinta Negra,Suministros,21,71.81,0.2,CL-6446,María Fernández,Cliente premium
TX-000229,2026-07-19,Q3,Lima,Laptop Air 13,Tecnología,14,3060.25,0.1,CL-3638,Carlos Vega,
TX-000230,2026-03-06,Q1,Lima,Teclado Mecánico,Tecnología,20,345.14,0.0,CL-4143,Lucía Romero,Compra urgente
TX-000231,2026-06-19,Q2,Lima,Laptop Air 13,Tecnología,43,3208.83,0.2,CL-3544,Ana Torres,Cliente premium
TX-000232,2026-11-09,Q4,Chiclayo,Silla Ergonómica,Mobiliario,40,872.32,0.1,CL-6997,María Fernández,Primera compra
TX-000233,2026-01-08,Q1,Arequipa,Teclado Mecánico,Tecnología,17,344.21,0.0,CL-1493,Carlos Vega,Primera compra
TX-000234,2026-10-04,Q4,Trujillo,Monitor 27 4K,Tecnología,15,1759.52,0.0,CL-9265,María Fernández,Compra urgente
TX-000235,2026-06-29,Q2,Piura,Mouse Inalámbrico,Tecnología,25,123.38,0.15,CL-5990,María Fernández,Compra urgente
TX-000236,2026-09-20,Q3,Piura,Auriculares BT,Electrónica,34,214.49,0.2,CL-3200,Ana Torres,Cliente recurrente
TX-000237,2026-08-31,Q3,Chiclayo,Escritorio Ajustable,Mobiliario,9,1238.5,0.15,CL-7834,Diego Salazar,"Pedido grande, descuento aplicado"
TX-000238,2026-06-07,Q2,Lima,Cartucho Tinta Negra,Suministros,36,72.58,0.1,CL-9457,María Fernández,Cliente recurrente
TX-000239,2026-04-23,Q2,Cusco,Auriculares BT,Electrónica,47,216.91,0.05,CL-1523,María Fernández,"Pedido grande, descuento aplicado"
TX-000240,2026-08-17,Q3,Trujillo,Auriculares BT,Electrónica,42,217.82,0.1,CL-2838,Ana Torres,Solicita factura electrónica
TX-000241,2026-02-21,Q1,Piura,Mouse Inalámbrico,Tecnología,27,117.59,0.05,CL-2295,Diego Salazar,Devolución parcial Q anterior
TX-000242,2026-08-02,Q3,Trujillo,Auriculares BT,Electrónica,16,209.07,0.05,CL-1636,Diego Salazar,
TX-000243,2026-02-04,Q1,Trujillo,Auriculares BT,Electrónica,16,214.18,0.0,CL-7647,María Fernández,Devolución parcial Q anterior
TX-000244,2026-08-26,Q3,Arequipa,Webcam HD,Electrónica,37,177.08,0.1,CL-2734,María Fernández,Cliente recurrente
TX-000245,2026-08-18,Q3,Lima,Mouse Inalámbrico,Tecnología,23,117.76,0.05,CL-4451,María Fernández,Cliente recurrente
TX-000246,2026-01-31,Q1,Cusco,Monitor 27 4K,Tecnología,6,1851.4,0.0,CL-8333,Diego Salazar,Cliente recurrente
TX-000247,2026-10-04,Q4,Arequipa,Lámpara LED,Mobiliario,34,90.7,0.05,CL-6505,Carlos Vega,Compra urgente
TX-000248,2026-06-01,Q2,Trujillo,Webcam HD,Electrónica,7,178.0,0.15,CL-7097,Lucía Romero,Compra urgente
TX-000249,2026-10-15,Q4,Piura,Auriculares BT,Electrónica,49,209.83,0.1,CL-1879,Diego Salazar,
TX-000250,2026-01-16,Q1,Trujillo,Escritorio Ajustable,Mobiliario,21,1251.68,0.1,CL-9736,Lucía Romero,
TX-000251,2026-03-07,Q1,Trujillo,Laptop Air 13,Tecnología,17,3292.87,0.1,CL-1744,Diego Salazar,"Pedido grande, descuento aplicado"
TX-000252,2026-06-30,Q2,Lima,Silla Ergonómica,Mobiliario,3,890.98,0.1,CL-7387,Diego Salazar,Compra urgente
TX-000253,2026-03-10,Q1,Trujillo,Resma Papel A4,Suministros,9,29.15,0.1,CL-6754,Ana Torres,"Pedido grande, descuento aplicado"
TX-000254,2026-05-01,Q2,Cusco,Escritorio Ajustable,Mobiliario,47,1177.9,0.2,CL-4713,Carlos Vega,Primera compra
TX-000255,2026-08-30,Q3,Lima,Mouse Inalámbrico,Tecnología,27,122.3,0.15,CL-8542,Ana Torres,Devolución parcial Q anterior
TX-000256,2026-02-22,Q1,Arequipa,Mouse Inalámbrico,Tecnología,45,117.68,0.0,CL-9030,José Luis Quispe,Devolución parcial Q anterior
TX-000257,2026-09-05,Q3,Piura,Laptop Pro 15,Tecnología,47,4674.7,0.2,CL-1632,María Fernández,Primera compra
TX-000258,2026-02-07,Q1,Chiclayo,Teclado Mecánico,Tecnología,3,346.88,0.0,CL-9622,Ana Torres,"Pedido grande, descuento aplicado"
TX-000259,2026-03-05,Q1,Trujillo,Resma Papel A4,Suministros,19,27.65,0.0,CL-3169,José Luis Quispe,Cliente recurrente
TX-000260,2026-08-03,Q3,Chiclayo,Monitor 27 4K,Tecnología,42,1874.53,0.1,CL-8124,Ana Torres,"Pedido grande, descuento aplicado"
TX-000261,2026-10-17,Q4,Arequipa,Webcam HD,Electrónica,25,186.06,0.05,CL-8385,María Fernández,Compra urgente
TX-000262,2026-03-04,Q1,Arequipa,Laptop Pro 15,Tecnología,25,4709.89,0.15,CL-6009,María Fernández,
TX-000263,2026-04-20,Q2,Chiclayo,Lámpara LED,Mobiliario,28,90.88,0.15,CL-8768,Diego Salazar,Solicita factura electrónica
TX-000264,2026-12-04,Q4,Arequipa,Silla Ergonómica,Mobiliario,35,828.18,0.0,CL-8431,Lucía Romero,Primera compra
TX-000265,2026-12-28,Q4,Trujillo,Cartucho Tinta Negra,Suministros,46,73.51,0.1,CL-5703,José Luis Quispe,Solicita factura electrónica
TX-000266,2026-08-01,Q3,Arequipa,Auriculares BT,Electrónica,44,218.34,0.15,CL-2611,Lucía Romero,Primera compra
TX-000267,2026-06-13,Q2,Arequipa,Escritorio Ajustable,Mobiliario,31,1196.78,0.15,CL-4910,Carlos Vega,
TX-000268,2026-05-07,Q2,Cusco,Lámpara LED,Mobiliario,29,93.02,0.1,CL-9102,Carlos Vega,Devolución parcial Q anterior
TX-000269,2026-08-12,Q3,Cusco,Resma Papel A4,Suministros,18,28.81,0.15,CL-2824,Lucía Romero,Solicita factura electrónica
TX-000270,2026-08-04,Q3,Chiclayo,Escritorio Ajustable,Mobiliario,6,1166.79,0.1,CL-9995,Lucía Romero,Devolución parcial Q anterior
TX-000271,2026-04-18,Q2,Chiclayo,Monitor 27 4K,Tecnología,35,1835.37,0.05,CL-2635,Ana Torres,Solicita factura electrónica
TX-000272,2026-01-09,Q1,Trujillo,Silla Ergonómica,Mobiliario,1,879.9,0.1,CL-6985,Carlos Vega,Devolución parcial Q anterior
TX-000273,2026-02-25,Q1,Trujillo,Monitor 27 4K,Tecnología,35,1818.67,0.15,CL-6768,Carlos Vega,Compra urgente
TX-000274,2026-12-16,Q4,Lima,Silla Ergonómica,Mobiliario,25,837.6,0.0,CL-2762,Ana Torres,Cliente premium
TX-000275,2026-06-02,Q2,Arequipa,Lámpara LED,Mobiliario,39,92.03,0.15,CL-5250,José Luis Quispe,Solicita factura electrónica
TX-000276,2026-06-26,Q2,Lima,Monitor 27 4K,Tecnología,47,1734.18,0.05,CL-2299,Ana Torres,
TX-000277,2026-06-20,Q2,Chiclayo,Monitor 27 4K,Tecnología,28,1843.95,0.0,CL-4282,Diego Salazar,
TX-000278,2026-10-13,Q4,Arequipa,Cartucho Tinta Negra,Suministros,29,74.77,0.15,CL-9633,José Luis Quispe,Devolución parcial Q anterior
TX-000279,2026-01-24,Q1,Cusco,Mouse Inalámbrico,Tecnología,24,114.56,0.05,CL-1488,Lucía Romero,Cliente recurrente
TX-000280,2026-01-31,Q1,Chiclayo,Monitor 27 4K,Tecnología,19,1887.09,0.1,CL-8841,María Fernández,"Pedido grande, descuento aplicado"
TX-000281,2026-04-11,Q2,Piura,Resma Papel A4,Suministros,5,28.48,0.15,CL-7096,Diego Salazar,Cliente recurrente
TX-000282,2026-06-27,Q2,Trujillo,Resma Papel A4,Suministros,2,28.96,0.1,CL-7737,Carlos Vega,
TX-000283,2026-09-02,Q3,Lima,Cartucho Tinta Negra,Suministros,36,74.54,0.15,CL-3538,José Luis Quispe,Compra urgente
TX-000284,2026-06-29,Q2,Trujillo,Cartucho Tinta Negra,Suministros,45,78.42,0.2,CL-9541,Ana Torres,
TX-000285,2026-06-11,Q2,Trujillo,Webcam HD,Electrónica,3,174.59,0.15,CL-3280,Lucía Romero,
TX-000286,2026-12-09,Q4,Arequipa,Escritorio Ajustable,Mobiliario,17,1162.22,0.0,CL-5530,José Luis Quispe,Compra urgente
TX-000287,2026-02-28,Q1,Piura,Teclado Mecánico,Tecnología,30,363.66,0.05,CL-1331,Carlos Vega,Solicita factura electrónica
TX-000288,2026-07-28,Q3,Chiclayo,Auriculares BT,Electrónica,35,228.62,0.1,CL-8988,Lucía Romero,
TX-000289,2026-07-17,Q3,Arequipa,Teclado Mecánico,Tecnología,37,349.97,0.1,CL-7340,Diego Salazar,Primera compra
TX-000290,2026-06-22,Q2,Arequipa,Teclado Mecánico,Tecnología,35,336.9,0.05,CL-2465,Ana Torres,Primera compra
TX-000291,2026-10-22,Q4,Arequipa,Cartucho Tinta Negra,Suministros,5,73.54,0.0,CL-6958,Diego Salazar,Compra urgente
TX-000292,2026-04-08,Q2,Chiclayo,Auriculares BT,Electrónica,13,225.59,0.0,CL-2645,Lucía Romero,
TX-000293,2026-12-15,Q4,Lima,Mouse Inalámbrico,Tecnología,23,124.15,0.0,CL-4999,María Fernández,
TX-000294,2026-05-02,Q2,Chiclayo,Resma Papel A4,Suministros,4,27.57,0.2,CL-5610,José Luis Quispe,Solicita factura electrónica
TX-000295,2026-07-18,Q3,Piura,Webcam HD,Electrónica,17,172.1,0.05,CL-9380,Lucía Romero,
TX-000296,2026-07-10,Q3,Cusco,Cartucho Tinta Negra,Suministros,19,76.24,0.2,CL-3992,María Fernández,
TX-000297,2026-11-07,Q4,Trujillo,Laptop Pro 15,Tecnología,48,4607.77,0.05,CL-1115,José Luis Quispe,
TX-000298,2026-06-10,Q2,Chiclayo,Lámpara LED,Mobiliario,16,94.28,0.05,CL-4892,Ana Torres,Cliente recurrente
TX-000299,2026-04-14,Q2,Piura,Monitor 27 4K,Tecnología,48,1814.96,0.1,CL-9338,Diego Salazar,"Pedido grande, descuento aplicado"
TX-000300,2026-01-08,Q1,Arequipa,Auriculares BT,Electrónica,35,230.72,0.2,CL-8182,Diego Salazar,Solicita factura electrónica
TX-000301,2026-05-13,Q2,Lima,Laptop Pro 15,Tecnología,34,4385.25,0.1,CL-1531,Carlos Vega,
TX-000302,2026-10-29,Q4,Trujillo,Webcam HD,Electrónica,41,181.31,0.0,CL-1480,María Fernández,Solicita factura electrónica
TX-000303,2026-01-04,Q1,Lima,Monitor 27 4K,Tecnología,42,1819.97,0.05,CL-7810,Carlos Vega,Compra urgente
TX-000304,2026-11-24,Q4,Lima,Silla Ergonómica,Mobiliario,11,854.17,0.2,CL-7486,María Fernández,
TX-000305,2026-07-18,Q3,Chiclayo,Monitor 27 4K,Tecnología,21,1866.44,0.0,CL-6014,Carlos Vega,Solicita factura electrónica
TX-000306,2026-02-21,Q1,Cusco,Cartucho Tinta Negra,Suministros,26,75.79,0.2,CL-1793,Diego Salazar,Solicita factura electrónica
TX-000307,2026-04-21,Q2,Trujillo,Mouse Inalámbrico,Tecnología,48,120.09,0.2,CL-3520,Lucía Romero,Cliente recurrente
TX-000308,2026-07-22,Q3,Arequipa,Resma Papel A4,Suministros,2,26.94,0.05,CL-8626,Diego Salazar,
TX-000309,2026-04-26,Q2,Lima,Laptop Pro 15,Tecnología,24,4591.44,0.1,CL-2254,Lucía Romero,
TX-000310,2026-02-09,Q1,Lima,Silla Ergonómica,Mobiliario,11,818.73,0.1,CL-2816,Lucía Romero,
TX-000311,2026-09-01,Q3,Cusco,Auriculares BT,Electrónica,11,209.58,0.15,CL-5069,Ana Torres,Compra urgente
TX-000312,2026-09-03,Q3,Lima,Webcam HD,Electrónica,38,179.79,0.15,CL-7613,Lucía Romero,Compra urgente
TX-000313,2026-02-13,Q1,Cusco,Monitor 27 4K,Tecnología,10,1813.04,0.0,CL-8453,Lucía Romero,Primera compra
TX-000314,2026-04-13,Q2,Arequipa,Mouse Inalámbrico,Tecnología,39,125.99,0.05,CL-6326,Ana Torres,"Pedido grande, descuento aplicado"
TX-000315,2026-03-31,Q1,Trujillo,Mouse Inalámbrico,Tecnología,49,122.55,0.2,CL-5431,Ana Torres,
TX-000316,2026-08-29,Q3,Trujillo,Escritorio Ajustable,Mobiliario,39,1241.83,0.05,CL-4470,Lucía Romero,Solicita factura electrónica
TX-000317,2026-09-24,Q3,Arequipa,Escritorio Ajustable,Mobiliario,9,1181.57,0.05,CL-1393,María Fernández,Solicita factura electrónica
TX-000318,2026-09-23,Q3,Cusco,Laptop Air 13,Tecnología,7,3202.85,0.15,CL-3407,Carlos Vega,
TX-000319,2026-12-09,Q4,Lima,Cartucho Tinta Negra,Suministros,22,78.56,0.0,CL-2932,María Fernández,Devolución parcial Q anterior
TX-000320,2026-10-08,Q4,Arequipa,Monitor 27 4K,Tecnología,28,1785.13,0.0,CL-1517,Diego Salazar,Primera compra
TX-000321,2026-04-28,Q2,Chiclayo,Teclado Mecánico,Tecnología,39,360.76,0.15,CL-7704,María Fernández,Devolución parcial Q anterior
TX-000322,2026-02-09,Q1,Chiclayo,Auriculares BT,Electrónica,21,220.57,0.0,CL-4180,María Fernández,Solicita factura electrónica
TX-000323,2026-08-13,Q3,Cusco,Resma Papel A4,Suministros,9,27.23,0.2,CL-5585,María Fernández,
TX-000324,2026-12-01,Q4,Chiclayo,Mouse Inalámbrico,Tecnología,49,120.97,0.05,CL-2804,Ana Torres,Compra urgente
TX-000325,2026-12-22,Q4,Trujillo,Auriculares BT,Electrónica,45,213.8,0.0,CL-6320,Ana Torres,
TX-000326,2026-03-26,Q1,Lima,Mouse Inalámbrico,Tecnología,33,114.04,0.15,CL-2223,María Fernández,
TX-000327,2026-03-28,Q1,Chiclayo,Escritorio Ajustable,Mobiliario,35,1168.31,0.0,CL-7098,Ana Torres,
TX-000328,2026-01-14,Q1,Cusco,Monitor 27 4K,Tecnología,46,1744.77,0.05,CL-7645,Lucía Romero,Cliente recurrente
TX-000329,2026-02-21,Q1,Trujillo,Monitor 27 4K,Tecnología,24,1776.77,0.05,CL-3802,María Fernández,"Pedido grande, descuento aplicado"
TX-000330,2026-07-22,Q3,Trujillo,Silla Ergonómica,Mobiliario,8,883.03,0.1,CL-2912,José Luis Quispe,Solicita factura electrónica
TX-000331,2026-07-19,Q3,Arequipa,Escritorio Ajustable,Mobiliario,30,1186.54,0.1,CL-8020,María Fernández,Devolución parcial Q anterior
TX-000332,2026-05-16,Q2,Piura,Cartucho Tinta Negra,Suministros,23,77.59,0.0,CL-3008,Lucía Romero,Primera compra
TX-000333,2026-04-24,Q2,Trujillo,Mouse Inalámbrico,Tecnología,40,120.67,0.05,CL-2603,María Fernández,Cliente recurrente
TX-000334,2026-10-30,Q4,Cusco,Auriculares BT,Electrónica,38,209.17,0.0,CL-4063,Ana Torres,Devolución parcial Q anterior
TX-000335,2026-06-17,Q2,Arequipa,Lámpara LED,Mobiliario,24,92.04,0.0,CL-9698,María Fernández,Cliente recurrente
TX-000336,2026-10-23,Q4,Piura,Laptop Pro 15,Tecnología,19,4694.08,0.15,CL-5163,Carlos Vega,"Pedido grande, descuento aplicado"
TX-000337,2026-12-18,Q4,Arequipa,Resma Papel A4,Suministros,21,28.29,0.1,CL-3363,José Luis Quispe,Cliente recurrente
TX-000338,2026-04-26,Q2,Lima,Escritorio Ajustable,Mobiliario,31,1251.55,0.0,CL-5622,José Luis Quispe,Compra urgente
TX-000339,2026-03-15,Q1,Chiclayo,Mouse Inalámbrico,Tecnología,32,117.72,0.05,CL-4135,María Fernández,Cliente recurrente
TX-000340,2026-12-14,Q4,Arequipa,Silla Ergonómica,Mobiliario,26,868.41,0.15,CL-6980,María Fernández,
TX-000341,2026-08-20,Q3,Trujillo,Teclado Mecánico,Tecnología,27,359.52,0.05,CL-4949,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-000342,2026-04-17,Q2,Piura,Lámpara LED,Mobiliario,49,99.52,0.1,CL-6296,Lucía Romero,
TX-000343,2026-08-15,Q3,Chiclayo,Escritorio Ajustable,Mobiliario,13,1142.18,0.15,CL-4926,Diego Salazar,Primera compra
TX-000344,2026-07-07,Q3,Trujillo,Silla Ergonómica,Mobiliario,9,888.44,0.15,CL-5334,Diego Salazar,"Pedido grande, descuento aplicado"
TX-000345,2026-11-27,Q4,Piura,Teclado Mecánico,Tecnología,40,346.21,0.15,CL-5023,Ana Torres,"Pedido grande, descuento aplicado"
TX-000346,2026-04-04,Q2,Chiclayo,Mouse Inalámbrico,Tecnología,46,124.06,0.05,CL-4545,José Luis Quispe,Cliente recurrente
TX-000347,2026-12-28,Q4,Chiclayo,Silla Ergonómica,Mobiliario,30,853.8,0.1,CL-9673,Ana Torres,
TX-000348,2026-12-08,Q4,Lima,Silla Ergonómica,Mobiliario,20,855.5,0.2,CL-3391,María Fernández,Devolución parcial Q anterior
TX-000349,2026-03-07,Q1,Piura,Teclado Mecánico,Tecnología,18,345.08,0.2,CL-8247,Lucía Romero,
TX-000350,2026-03-02,Q1,Arequipa,Escritorio Ajustable,Mobiliario,23,1239.42,0.0,CL-7388,José Luis Quispe,Primera compra
TX-000351,2026-07-14,Q3,Chiclayo,Monitor 27 4K,Tecnología,3,1757.52,0.2,CL-5751,Lucía Romero,"Pedido grande, descuento aplicado"
TX-000352,2026-01-17,Q1,Lima,Escritorio Ajustable,Mobiliario,26,1199.07,0.2,CL-3857,Diego Salazar,Compra urgente
TX-000353,2026-04-20,Q2,Arequipa,Laptop Air 13,Tecnología,14,3219.26,0.2,CL-5353,Diego Salazar,
TX-000354,2026-06-08,Q2,Arequipa,Silla Ergonómica,Mobiliario,14,870.61,0.05,CL-8645,Lucía Romero,
TX-000355,2026-12-20,Q4,Trujillo,Cartucho Tinta Negra,Suministros,28,74.79,0.1,CL-2637,Lucía Romero,Primera compra
TX-000356,2026-12-29,Q4,Lima,Cartucho Tinta Negra,Suministros,48,76.35,0.0,CL-6274,Lucía Romero,Primera compra
TX-000357,2026-02-25,Q1,Lima,Resma Papel A4,Suministros,11,27.96,0.0,CL-7882,Carlos Vega,Compra urgente
TX-000358,2026-11-22,Q4,Trujillo,Resma Papel A4,Suministros,45,28.45,0.1,CL-6704,Carlos Vega,Cliente premium
TX-000359,2026-02-03,Q1,Chiclayo,Laptop Pro 15,Tecnología,26,4578.36,0.05,CL-2297,María Fernández,
TX-000360,2026-10-01,Q4,Trujillo,Mouse Inalámbrico,Tecnología,48,122.51,0.05,CL-5578,Lucía Romero,
TX-000361,2026-11-05,Q4,Cusco,Lámpara LED,Mobiliario,19,98.07,0.05,CL-2646,María Fernández,Cliente recurrente
TX-000362,2026-11-22,Q4,Trujillo,Cartucho Tinta Negra,Suministros,49,75.31,0.1,CL-9356,Ana Torres,Solicita factura electrónica
TX-000363,2026-03-23,Q1,Trujillo,Escritorio Ajustable,Mobiliario,33,1163.19,0.0,CL-4165,Lucía Romero,
TX-000364,2026-11-23,Q4,Cusco,Auriculares BT,Electrónica,33,223.95,0.2,CL-4793,Lucía Romero,Primera compra
TX-000365,2026-02-12,Q1,Trujillo,Teclado Mecánico,Tecnología,28,335.2,0.15,CL-8716,José Luis Quispe,Cliente recurrente
TX-000366,2026-07-09,Q3,Lima,Laptop Air 13,Tecnología,23,3110.07,0.15,CL-4842,Diego Salazar,Primera compra
TX-000367,2026-06-21,Q2,Arequipa,Laptop Air 13,Tecnología,26,3293.49,0.2,CL-2745,Lucía Romero,Cliente recurrente
TX-000368,2026-04-26,Q2,Piura,Escritorio Ajustable,Mobiliario,42,1192.21,0.15,CL-9036,Diego Salazar,Cliente recurrente
TX-000369,2026-01-09,Q1,Cusco,Lámpara LED,Mobiliario,39,94.98,0.05,CL-6831,Carlos Vega,Devolución parcial Q anterior
TX-000370,2026-10-09,Q4,Lima,Teclado Mecánico,Tecnología,2,367.06,0.2,CL-6443,Ana Torres,
TX-000371,2026-05-03,Q2,Lima,Cartucho Tinta Negra,Suministros,35,73.01,0.1,CL-1680,María Fernández,
TX-000372,2026-08-30,Q3,Chiclayo,Resma Papel A4,Suministros,41,26.65,0.1,CL-5041,Lucía Romero,
TX-000373,2026-05-30,Q2,Arequipa,Mouse Inalámbrico,Tecnología,37,115.34,0.1,CL-5133,Diego Salazar,
TX-000374,2026-05-17,Q2,Lima,Monitor 27 4K,Tecnología,25,1754.01,0.0,CL-3359,Ana Torres,Primera compra
TX-000375,2026-11-20,Q4,Piura,Resma Papel A4,Suministros,17,28.63,0.2,CL-6079,Diego Salazar,Devolución parcial Q anterior
TX-000376,2026-02-04,Q1,Trujillo,Resma Papel A4,Suministros,33,28.77,0.2,CL-3205,María Fernández,Solicita factura electrónica
TX-000377,2026-09-26,Q3,Cusco,Monitor 27 4K,Tecnología,33,1811.79,0.15,CL-5238,Lucía Romero,
TX-000378,2026-09-30,Q3,Chiclayo,Teclado Mecánico,Tecnología,19,341.43,0.05,CL-8212,Lucía Romero,
TX-000379,2026-05-19,Q2,Arequipa,Silla Ergonómica,Mobiliario,20,851.85,0.2,CL-7616,Ana Torres,Cliente premium
TX-000380,2026-04-06,Q2,Trujillo,Escritorio Ajustable,Mobiliario,19,1141.79,0.0,CL-3514,María Fernández,Cliente premium
TX-000381,2026-01-02,Q1,Piura,Laptop Air 13,Tecnología,3,3258.18,0.05,CL-2867,Ana Torres,Compra urgente
TX-000382,2026-12-08,Q4,Trujillo,Webcam HD,Electrónica,2,182.06,0.0,CL-1051,María Fernández,
TX-000383,2026-12-12,Q4,Arequipa,Mouse Inalámbrico,Tecnología,5,114.26,0.05,CL-4109,Lucía Romero,Cliente recurrente
TX-000384,2026-03-29,Q1,Piura,Mouse Inalámbrico,Tecnología,21,123.8,0.05,CL-1175,Lucía Romero,
TX-000385,2026-01-12,Q1,Piura,Laptop Pro 15,Tecnología,26,4618.54,0.15,CL-2153,Lucía Romero,Primera compra
TX-000386,2026-02-14,Q1,Lima,Auriculares BT,Electrónica,21,215.78,0.05,CL-9804,José Luis Quispe,Compra urgente
TX-000387,2026-01-25,Q1,Lima,Monitor 27 4K,Tecnología,47,1824.37,0.2,CL-8700,Ana Torres,Primera compra
TX-000388,2026-10-31,Q4,Piura,Webcam HD,Electrónica,12,181.83,0.05,CL-6037,José Luis Quispe,Primera compra
TX-000389,2026-11-22,Q4,Lima,Silla Ergonómica,Mobiliario,20,819.67,0.1,CL-7970,María Fernández,
TX-000390,2026-02-25,Q1,Chiclayo,Auriculares BT,Electrónica,13,213.25,0.1,CL-5400,José Luis Quispe,Solicita factura electrónica
TX-000391,2026-09-30,Q3,Lima,Monitor 27 4K,Tecnología,15,1832.98,0.2,CL-6411,Carlos Vega,Solicita factura electrónica
TX-000392,2026-03-07,Q1,Chiclayo,Laptop Air 13,Tecnología,29,3338.74,0.15,CL-9259,Lucía Romero,Compra urgente
TX-000393,2026-05-15,Q2,Piura,Cartucho Tinta Negra,Suministros,16,75.57,0.2,CL-1707,José Luis Quispe,Primera compra
TX-000394,2026-08-07,Q3,Cusco,Cartucho Tinta Negra,Suministros,16,75.51,0.2,CL-4164,María Fernández,
TX-000395,2026-09-20,Q3,Arequipa,Escritorio Ajustable,Mobiliario,33,1217.6,0.0,CL-2071,Ana Torres,Cliente recurrente
TX-000396,2026-11-16,Q4,Cusco,Laptop Pro 15,Tecnología,41,4473.26,0.0,CL-8154,Ana Torres,
TX-000397,2026-01-17,Q1,Piura,Webcam HD,Electrónica,11,171.98,0.1,CL-8402,María Fernández,Cliente recurrente
